episode,env_return,steps,epsilon
227,-1.0,21,0.5687
228,0.0,250,0.5668
229,-1.0,175,0.5649
230,-1.0,10,0.563
231,-1.0,11,0.5610999999999999
232,-1.0,61,0.5591999999999999
233,-1.0,59,0.5573
234,-1.0,1,0.5554
235,-1.0,81,0.5535000000000001
236,-1.0,6,0.5516000000000001
237,-1.0,6,0.5497000000000001
238,0.0,250,0.5478000000000001
239,-1.0,8,0.5459
240,-1.0,131,0.544
241,-1.0,98,0.5421
242,-1.0,4,0.5402
243,-1.0,53,0.5383
244,-1.0,98,0.5364
245,-1.0,12,0.5345
246,-1.0,4,0.5326
247,-1.0,66,0.5307
248,-1.0,54,0.5288
249,-1.0,4,0.5269
250,-1.0,12,0.525
251,-1.0,59,0.5231
252,-1.0,10,0.5212
253,-1.0,50,0.5193000000000001
254,-1.0,2,0.5174000000000001
255,-1.0,80,0.5155000000000001
256,-1.0,4,0.5136000000000001
257,0.0,250,0.5117
258,-1.0,129,0.5098
259,-1.0,9,0.5079
260,-1.0,8,0.506
261,-1.0,3,0.5041
262,-1.0,11,0.5022
263,-1.0,220,0.5003
264,-1.0,56,0.49839999999999995
265,-1.0,6,0.49650000000000005
266,-1.0,3,0.49460000000000004
267,-1.0,23,0.4927
268,-1.0,17,0.4908
269,-1.0,24,0.4889
270,-1.0,31,0.487
271,0.0,250,0.4851
272,-1.0,2,0.48319999999999996
273,-1.0,248,0.48129999999999995
274,0.0,250,0.47939999999999994
275,-1.0,7,0.47750000000000004
276,-1.0,30,0.4756
277,0.0,250,0.4737
278,-1.0,2,0.4718
279,-1.0,19,0.4699
280,-1.0,148,0.46799999999999997
281,-1.0,213,0.46609999999999996
282,-1.0,9,0.46420000000000006
283,-1.0,22,0.46230000000000004
284,-1.0,5,0.46040000000000003
285,-1.0,188,0.4585
286,-1.0,72,0.4566000000000001
287,-1.0,57,0.4547000000000001
288,-1.0,173,0.4528000000000001
289,-1.0,26,0.4509000000000001
290,-1.0,77,0.44900000000000007
291,-1.0,14,0.44710000000000005
292,-1.0,123,0.44520000000000004
293,-1.0,31,0.4433
294,0.0,250,0.4414
295,-1.0,3,0.4395
296,-1.0,22,0.4376000000000001
297,-1.0,116,0.4357000000000001
298,0.0,250,0.4338000000000001
299,-1.0,49,0.43190000000000006
300,-1.0,3,0.43000000000000005
301,-1.0,12,0.42810000000000004
302,0.0,250,0.4262
303,-1.0,23,0.4243
304,-1.0,7,0.4224
305,-1.0,193,0.4205
306,-1.0,163,0.4186000000000001
307,-1.0,38,0.41670000000000007
308,0.0,250,0.41480000000000006
309,0.0,250,0.41290000000000004
310,-1.0,10,0.41100000000000003
311,-1.0,6,0.4091
312,-1.0,7,0.4072
313,-1.0,9,0.4053
314,-1.0,33,0.4034
315,-1.0,23,0.4015000000000001
316,-1.0,18,0.39960000000000007
317,-1.0,81,0.39770000000000005
318,-1.0,46,0.39580000000000004
319,-1.0,37,0.39390000000000003
320,-1.0,27,0.392
321,-1.0,4,0.3901
322,-1.0,84,0.3882
323,-1.0,8,0.3863
324,-1.0,3,0.38439999999999996
325,-1.0,66,0.38250000000000006
326,-1.0,96,0.38060000000000005
327,-1.0,3,0.37870000000000004
328,-1.0,17,0.3768
329,-1.0,96,0.3749
330,-1.0,9,0.373
331,-1.0,65,0.3711
332,-1.0,50,0.3692
333,-1.0,126,0.36729999999999996
334,-1.0,86,0.36539999999999995
335,0.0,250,0.36350000000000005
336,-1.0,7,0.36160000000000003
337,-1.0,7,0.3597
338,0.0,250,0.3578
339,-1.0,64,0.3559
340,-1.0,15,0.354
341,-1.0,16,0.35209999999999997
342,-1.0,65,0.35019999999999996
343,0.0,250,0.34829999999999994
344,-1.0,29,0.34640000000000004
345,-1.0,19,0.34450000000000003
346,-1.0,2,0.3426000000000001
347,-1.0,17,0.3407000000000001
348,0.0,250,0.3388000000000001
349,-1.0,11,0.3369000000000001
350,-1.0,135,0.3350000000000001
351,-1.0,15,0.33310000000000006
352,-1.0,166,0.33120000000000005
353,-1.0,37,0.32930000000000004
354,0.0,250,0.3274
355,-1.0,14,0.3255
356,-1.0,66,0.3236000000000001
357,-1.0,102,0.3217000000000001
358,0.0,250,0.3198000000000001
359,-1.0,10,0.31790000000000007
360,-1.0,15,0.31600000000000006
361,-1.0,17,0.31410000000000005
362,-1.0,31,0.31220000000000003
363,-1.0,106,0.3103
364,-1.0,3,0.3084
365,-1.0,5,0.3065
366,-1.0,230,0.3046000000000001
367,-1.0,17,0.3027000000000001
368,-1.0,66,0.30080000000000007
369,-1.0,176,0.29890000000000005
370,-1.0,143,0.29700000000000004
371,-1.0,34,0.29510000000000003
372,0.0,250,0.2932
373,-1.0,16,0.2913
374,0.0,250,0.2894
375,-1.0,31,0.2875000000000001
376,0.0,250,0.2856000000000001
377,0.0,250,0.28370000000000006
378,-1.0,243,0.28180000000000005
379,-1.0,9,0.27990000000000004
380,0.0,250,0.278
381,-1.0,117,0.2761
382,-1.0,82,0.2742
383,-1.0,40,0.2723
384,-1.0,62,0.2704
385,0.0,250,0.26850000000000007
386,-1.0,10,0.26660000000000006
387,-1.0,9,0.26470000000000005
388,-1.0,192,0.26280000000000003
389,-1.0,2,0.2609
390,-1.0,46,0.259
